Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Al,As,Ca,Cl,Cu,Fe,K,Mg,Mn,Mo,P,Pb,Rb,S,Si,Sr,Th,U,V,Zn
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,363.24,90.46,77220.03,32493.74,4.20,2.10,27461.06,10148.28,134.66,0.80,347.65,1.40,50.22,13672.18,1196.21,1674.13,8.39,20.54,2.10,3.50
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,99.00,92.12,66575.61,34923.95,4.20,2.10,29888.26,8152.28,148.58,0.80,335.78,1.40,52.84,15397.61,1267.17,1681.21,7.16,19.18,3.95,3.50
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,273.70,149.09,102013.52,36620.69,4.20,2.10,32816.83,8731.64,53.49,0.80,301.72,1.40,65.14,16564.91,1584.77,1636.84,9.71,12.24,4.51,3.50
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,492.15,149.43,79818.77,40483.75,4.20,2.10,37345.30,18860.70,53.62,0.80,298.99,1.40,71.50,18639.43,1371.94,1697.01,11.90,12.32,4.58,3.50
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,271.21,152.03,98858.00,37116.66,4.20,2.10,32705.69,12344.61,41.09,0.80,296.98,1.40,65.74,17450.08,1493.40,1650.75,11.15,14.28,6.17,3.50
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,261.67,156.14,72805.87,42139.40,4.20,2.10,38594.15,7769.07,55.40,0.80,301.42,1.40,72.96,19896.99,1316.05,1641.29,11.04,13.76,4.48,3.50
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,345.79,131.05,80308.21,34214.98,4.20,2.10,31936.52,10311.33,52.88,0.80,294.09,1.40,64.15,16794.54,1431.51,1503.72,10.28,16.78,4.26,3.50
927,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,99.00,130.65,99636.71,30199.88,4.20,2.10,30373.73,6352.28,106.26,0.80,343.16,1.40,51.83,15230.40,1575.35,1697.02,7.85,15.98,4.20,3.50
928,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,393.76,112.72,64191.63,34786.98,4.20,2.10,31751.18,10595.47,69.54,0.80,276.04,1.40,45.10,14514.54,1033.31,1452.25,6.21,22.26,3.34,3.50
929,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,99.00,115.33,86278.39,33599.39,4.20,2.10,31913.25,8198.32,75.34,0.80,317.34,1.40,53.04,15993.13,1356.10,1705.87,6.09,16.07,2.10,3.50
930,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,212.82,118.43,84410.76,30455.00,4.20,2.10,29944.69,8150.51,70.40,0.80,316.46,1.40,48.09,14936.33,1300.88,1617.04,7.32,19.06,2.10,3.50
931,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,99.00,129.72,110479.95,30880.84,4.20,2.10,29076.49,7593.29,94.67,0.80,334.41,1.40,50.71,14195.82,1648.80,1703.05,5.52,14.41,2.10,3.50
932,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,311.27,105.44,60005.39,22329.59,4.20,2.10,20944.12,2061.60,67.70,0.80,342.27,1.40,56.35,13875.62,1570.29,1878.27,9.83,24.78,5.80,3.50
933,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,99.00,111.81,46414.61,25946.13,4.20,2.10,23940.90,9979.85,63.09,0.80,348.45,1.40,52.37,14434.01,1151.74,1864.41,8.12,30.16,2.10,3.50
934,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,99.00,103.66,52167.67,22109.01,4.20,2.10,21847.85,2061.60,67.37,0.80,334.41,1.40,54.89,14156.97,1466.60,1918.98,8.21,29.88,5.85,3.50
935,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,538.60,109.76,48307.99,23928.49,4.20,2.10,23437.53,10156.01,56.29,0.80,355.27,1.40,54.09,15171.41,1385.19,1858.38,8.91,24.90,2.10,3.50
936,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,99.00,109.83,58220.24,24433.16,4.20,2.10,22698.61,9350.75,55.13,0.80,368.95,1.40,58.37,14079.14,1402.62,1882.18,10.37,24.83,4.94,3.50
941,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,445.20,185.43,61092.21,55097.09,4.20,2.10,36910.89,6548.32,58.83,0.80,270.71,1.40,83.45,17088.47,920.70,1781.55,10.62,11.76,2.10,3.50
942,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,99.00,169.77,64006.92,42264.33,4.20,2.10,33346.05,8977.21,48.66,0.80,297.54,1.40,82.31,20123.31,1082.11,1641.43,12.53,17.03,2.10,3.50
943,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,99.00,193.68,81806.88,41666.55,4.20,2.10,32294.15,12565.88,62.50,0.80,299.18,1.40,81.90,18608.80,1485.83,1806.99,11.52,9.48,2.10,3.50
944,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,99.00,172.34,61825.11,46813.03,4.20,2.10,33732.24,2061.60,44.41,0.80,310.35,1.40,89.74,19536.03,1298.82,1744.39,12.96,17.31,2.10,3.50
945,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,273.47,167.75,59339.02,42219.32,4.20,2.10,32617.94,2061.60,56.32,0.80,311.99,1.40,80.19,20705.53,1044.71,1589.71,10.20,15.61,2.10,3.50
946,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,447.69,120.06,43615.64,46502.07,4.20,2.10,44737.16,3709.42,41.41,0.80,305.20,1.40,102.39,24902.03,1236.51,1699.11,14.12,10.05,2.10,3.50
947,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,426.79,115.61,39141.44,46211.86,4.20,2.10,43087.54,6361.47,49.14,0.80,315.05,1.40,102.65,24699.73,1292.37,1717.82,14.19,11.59,4.05,3.50
948,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,99.00,120.25,55172.45,45720.84,4.20,2.10,43434.14,16911.26,54.87,0.80,311.63,1.40,93.26,24772.75,1262.60,1668.77,11.34,10.59,4.88,3.50
949,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,327.30,120.21,49215.97,48891.54,4.20,2.10,44279.94,16393.64,54.75,0.80,315.48,1.40,101.96,23836.71,1287.88,1691.78,12.17,10.12,4.36,3.50
950,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,99.00,122.25,48128.66,47281.69,4.20,2.10,45129.39,6204.88,50.49,0.80,301.14,1.40,99.56,24878.06,1503.63,1701.46,13.46,11.20,2.10,3.50
951,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,326.63,145.48,27635.87,52385.96,4.20,2.10,46002.07,12717.27,39.86,0.80,286.81,1.40,88.53,19931.95,723.45,1670.95,11.24,14.92,3.60,3.50
952,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,99.00,138.82,30194.80,53100.93,4.20,2.10,46210.96,2061.60,47.78,0.80,294.96,1.40,86.21,19226.75,745.54,1633.29,11.01,17.38,3.67,3.50
953,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,330.67,145.67,28179.28,53852.97,4.20,2.10,46288.77,2061.60,42.59,0.80,286.91,1.40,87.69,19896.99,827.79,1621.61,11.18,17.54,2.10,3.50
954,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,446.15,119.64,24501.78,50557.44,4.20,2.10,43813.85,5453.51,36.90,0.80,281.32,1.40,82.56,18850.18,675.67,1534.06,10.17,18.47,3.61,9.95
955,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,99.00,138.73,29841.47,53175.59,4.20,2.10,45281.98,9764.06,35.73,0.80,292.92,1.40,88.52,19499.94,855.54,1632.66,12.11,14.86,4.08,3.50
956,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,338.75,46.63,54549.98,3741.35,540.01,2.10,8995.95,3744.64,111.71,0.80,228.56,1.40,72.29,20154.42,2426.88,2376.88,18.11,47.96,8.12,17.22
957,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,412.50,42.83,54086.77,3414.14,488.10,2.10,8635.48,5330.81,86.99,0.80,214.81,1.40,67.72,20600.60,2406.53,2465.23,17.57,54.10,2.10,17.41
958,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,388.97,48.49,55057.73,2578.63,551.69,2.10,8765.82,6872.28,112.81,0.80,235.93,1.40,71.02,20293.88,2432.47,2349.66,16.17,46.68,6.74,18.74
959,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,216.28,45.85,57625.08,2521.32,476.42,2.10,8528.37,10860.75,115.94,0.80,229.92,1.40,70.56,19426.40,2588.79,2394.71,16.56,49.18,4.83,15.72
960,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,286.01,44.82,54329.21,3399.71,570.35,2.10,8777.92,10070.63,103.43,0.80,218.99,1.40,71.70,20648.22,2820.38,2400.51,16.49,47.67,7.06,19.60
961,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,246.62,48.02,111677.00,23264.44,4.20,2.10,12747.80,9849.57,57.23,0.80,356.02,1.40,45.45,15255.00,1988.04,1766.58,7.11,15.26,2.10,3.50
962,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,652.67,46.42,104656.84,22004.09,4.20,2.10,12589.67,10800.16,42.34,0.80,351.75,1.40,45.99,15542.67,1921.15,1726.98,7.26,17.77,2.10,3.50
963,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,443.20,44.92,107496.86,20923.59,4.20,2.10,11740.97,2809.45,57.75,0.80,342.69,1.40,44.04,14794.78,1966.66,1674.11,6.62,20.17,2.10,3.50
964,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,299.99,45.37,115236.24,20569.21,4.20,2.10,11549.67,11620.69,52.78,0.80,355.08,1.40,42.96,14464.78,2060.56,1699.73,7.94,17.00,2.10,3.50
965,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,244.76,46.50,114083.73,21656.47,4.20,2.10,12020.51,15881.53,48.63,0.80,351.17,1.40,42.21,14896.67,2000.59,1710.71,8.31,17.55,4.35,3.50
968,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,99.00,124.79,71166.82,39399.21,4.20,2.10,39642.06,11696.03,62.57,0.80,310.76,1.40,64.39,19707.63,1234.30,1604.80,7.10,11.44,2.10,3.50
969,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,341.93,116.26,59547.44,42667.61,4.20,2.10,41339.05,5096.98,53.42,0.80,304.70,1.40,69.27,19358.65,1274.83,1658.62,7.25,14.98,2.10,3.50
970,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,453.56,124.55,69130.32,40399.99,4.20,2.10,39487.40,16232.38,56.20,0.80,298.62,1.40,64.77,18187.43,1352.52,1583.08,6.53,12.43,2.10,3.50
971,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,321.72,120.14,59838.29,42103.51,4.20,2.10,40983.21,4968.74,58.70,0.80,294.27,1.40,67.88,19576.41,1177.55,1653.50,7.13,17.00,3.83,3.50
972,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,366.20,121.60,66391.73,39752.71,4.20,2.10,39339.40,6436.92,62.10,0.80,312.35,1.40,67.30,18888.89,1308.12,1604.65,6.84,11.38,4.22,3.50
973,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,307.44,23.34,69798.08,2283.01,121.78,2.10,4902.03,9314.03,142.32,0.80,296.46,1.40,52.68,19665.46,2343.63,2362.19,12.74,44.55,5.86,10.51
974,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,419.77,18.76,55060.75,2215.64,87.24,2.10,4233.86,10252.26,114.70,0.80,239.75,1.40,37.68,16687.10,1819.28,1971.47,10.68,51.75,4.70,4.97
975,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,142.90,23.95,66681.61,2132.61,108.94,2.10,4972.27,4714.06,129.21,0.80,272.23,1.40,54.38,18873.16,2135.39,2430.25,13.46,50.50,4.92,6.90
976,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,302.73,24.62,87835.98,2851.57,139.97,2.10,4798.73,10400.33,140.10,3.57,307.04,1.40,58.17,18662.45,2412.69,2227.71,13.05,35.56,6.94,11.57
977,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,335.67,24.16,70035.64,2278.49,113.33,2.10,4988.52,9459.26,134.97,0.80,297.59,1.40,53.00,19713.22,2102.33,2382.81,14.24,43.94,5.54,13.82
978,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,99.00,143.10,54113.15,27316.44,4.20,2.10,31978.39,5034.89,83.58,0.80,267.06,1.40,47.12,20014.38,1394.36,1873.44,7.26,20.53,4.56,3.50
979,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,513.66,128.18,43970.50,25064.23,4.20,2.10,29511.33,4477.39,69.83,0.80,255.36,1.40,41.86,17663.02,1160.55,1596.61,5.78,26.83,2.10,3.50
980,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,367.84,125.29,43798.69,23434.84,4.20,2.10,27537.66,11723.39,62.31,0.80,246.96,1.40,40.65,17260.14,1353.21,1457.46,5.45,26.25,2.10,3.50
981,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,537.09,150.42,75923.01,25780.82,4.20,2.10,28023.22,11661.90,59.73,0.80,307.58,1.40,48.97,17952.24,1712.55,1743.66,5.58,16.46,4.02,3.50
982,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,488.66,149.56,61080.24,26456.83,4.20,2.10,30498.24,9072.89,73.08,0.80,289.38,1.40,48.44,18260.54,1428.12,1759.84,5.24,23.95,2.10,3.50
983,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,309.22,80.39,125460.41,19684.33,4.20,2.10,17134.73,2061.60,49.79,0.80,361.85,1.40,41.74,10470.07,1885.40,1737.74,5.96,13.41,2.10,3.50
984,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,249.03,80.01,127611.85,19572.77,4.20,2.10,16644.96,10438.08,52.27,0.80,360.65,1.40,43.29,10655.18,1778.56,1700.23,6.27,13.04,2.10,3.50
985,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,99.00,78.79,143328.99,18029.30,4.20,2.10,15414.34,3338.98,55.71,0.80,355.08,1.40,41.05,9825.41,1691.96,1727.26,6.02,13.09,4.99,3.50
986,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,492.21,74.82,140497.56,17728.04,4.20,2.10,15080.48,9737.81,44.95,0.80,350.64,1.40,40.68,9690.96,1633.44,1728.38,4.67,17.39,2.10,3.50
987,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,99.00,85.77,110654.62,22585.43,4.20,2.10,19575.18,6889.57,75.23,0.80,370.35,1.40,45.52,11908.91,1684.11,1753.87,5.49,13.53,2.10,3.50
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,99.00,131.58,24813.26,50012.72,4.20,2.10,36828.89,10147.61,47.55,0.80,230.71,1.40,74.18,17184.29,486.52,1905.10,9.33,25.18,2.10,3.50
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,443.90,111.01,20322.88,51724.58,4.20,2.10,35491.24,13087.39,45.91,0.80,206.61,1.40,65.94,16430.72,446.96,1727.65,8.10,30.16,2.10,3.50
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,99.00,157.01,24584.17,53053.26,4.20,2.10,38921.86,2061.60,60.02,0.80,228.85,1.40,73.24,17404.74,374.19,1785.47,7.65,23.68,2.10,3.50
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,215.57,105.18,21031.34,45647.61,4.20,2.10,31104.37,12461.26,42.22,0.80,216.11,1.40,64.94,16856.60,604.91,1658.00,9.14,31.40,2.10,3.50
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,99.00,151.81,23722.58,51038.88,4.20,2.10,36221.33,9895.30,42.38,0.80,227.52,1.40,75.37,17318.25,363.92,1838.02,10.17,23.65,2.10,3.50
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,99.00,131.47,74822.62,38745.59,4.20,2.10,32656.41,11533.29,63.06,0.80,299.99,1.40,116.40,17439.59,1048.61,2090.42,20.40,17.42,2.10,3.50
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,791.38,113.41,61593.00,38744.74,4.20,2.10,32857.80,14545.89,44.01,0.80,295.65,1.40,122.94,16392.19,933.02,1873.31,19.02,24.74,2.10,3.50
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,275.61,140.29,69831.24,40887.82,4.20,2.10,35130.96,11733.24,40.99,0.80,303.35,1.40,123.42,18207.91,989.14,1918.38,18.86,16.27,5.99,3.50
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,917.08,131.43,65795.58,37865.30,4.20,2.10,32899.46,13257.80,59.83,0.80,305.87,1.40,119.67,17573.61,1167.78,1949.15,19.91,18.69,4.14,3.50
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,291.12,134.20,73819.42,40413.06,4.20,2.10,33477.25,11519.76,44.63,0.80,300.18,1.40,116.56,17220.27,1061.90,2122.33,20.03,19.62,2.10,3.50
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,99.00,129.22,54142.12,36862.89,4.20,2.10,35404.74,10064.86,70.28,0.80,293.75,1.40,154.52,19976.57,1100.36,1925.63,25.47,13.17,2.10,3.50
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,99.00,120.08,48821.65,37167.33,4.20,2.10,34959.76,4578.60,76.20,0.80,290.19,1.40,137.90,17090.97,1048.39,1863.16,23.34,18.35,2.10,3.50
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,99.00,134.72,67251.03,33458.89,4.20,2.10,32027.75,4026.42,100.01,0.80,313.42,1.40,151.24,19256.28,1283.40,1908.68,22.94,14.58,5.24,3.50
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,99.00,117.99,51406.63,36629.82,4.20,2.10,35007.45,3812.97,76.46,0.80,289.39,1.40,143.14,22049.81,955.14,1850.10,25.13,20.49,2.10,3.50
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,501.08,111.81,47759.39,36104.04,4.20,2.10,33728.82,5844.65,82.26,0.80,293.04,1.40,135.62,17808.75,894.92,1755.24,23.36,20.19,2.10,3.50
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,393.80,78.56,83297.39,27518.50,4.20,2.10,21242.95,3966.19,37.32,0.80,263.69,1.40,44.54,14580.14,1454.24,2184.18,7.88,30.35,2.10,3.50
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,99.00,85.29,59952.90,31751.63,4.20,2.10,23532.58,3796.05,54.23,0.80,254.13,1.40,49.33,16805.45,1342.42,2109.16,7.70,28.46,2.10,3.50
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,338.87,85.96,57019.37,31456.21,4.20,2.10,23926.95,12707.27,64.51,0.80,270.81,1.40,48.91,16994.01,1208.01,2160.57,8.46,27.57,2.10,3.50
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,99.00,77.25,71566.09,27126.34,4.20,2.10,20244.94,13181.66,46.72,0.80,241.07,1.40,45.89,13969.11,1261.85,1894.15,8.00,34.76,2.10,3.50
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,99.00,79.86,70040.32,27758.88,4.20,2.10,21789.55,4077.11,71.17,0.80,269.58,1.40,47.45,16231.16,1405.42,2158.02,7.82,29.20,2.10,3.50
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,99.00,127.93,62813.21,46484.71,4.20,2.10,35437.87,12533.60,92.96,0.80,324.06,1.40,64.77,16536.61,726.04,1768.41,7.08,12.65,3.67,3.50
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,488.12,107.27,55872.57,39249.27,4.20,2.10,29596.63,3092.75,71.75,0.80,299.51,1.40,54.55,15756.92,612.19,1505.45,5.31,19.27,2.10,3.50
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,355.75,121.20,49586.63,45576.99,4.20,2.10,35652.77,2061.60,106.59,0.80,319.96,1.40,65.84,18048.22,754.13,1783.96,7.68,16.87,2.10,3.50
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,99.00,118.12,34462.66,48793.94,4.20,2.10,38199.90,5862.17,95.08,0.80,289.59,1.40,69.93,20601.42,655.41,1732.44,7.25,17.53,2.10,3.50
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,99.00,114.43,47403.48,49986.57,4.20,2.10,36817.63,6743.64,89.68,0.80,292.67,1.40,66.56,18969.11,695.56,1819.46,6.20,12.54,2.10,3.50
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,249.93,81.21,62033.31,30403.50,4.20,2.10,23819.53,2061.60,74.02,0.80,276.66,1.40,40.91,18088.63,1244.01,1963.25,6.90,21.62,2.10,3.50
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,523.03,78.11,68205.08,24143.92,4.20,2.10,20213.32,7470.82,94.67,0.80,274.45,1.40,41.22,16074.74,1500.61,1916.57,5.40,27.69,2.10,3.50
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,99.00,79.57,90129.38,22270.64,4.20,2.10,18543.03,5318.49,82.16,0.80,287.96,1.40,39.46,15332.17,1575.21,1913.55,6.72,20.90,2.10,3.50
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,99.00,81.57,60641.99,29230.37,4.20,2.10,23827.81,7733.19,72.31,0.80,292.15,1.40,43.33,19286.73,1388.91,1943.95,7.29,21.94,2.10,3.50
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,307.42,79.78,79405.46,26927.03,4.20,2.10,21055.21,2061.60,81.75,0.80,294.55,1.40,39.01,17081.56,1535.30,1922.84,5.96,22.23,2.10,3.50
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,99.00,59.59,95911.28,19704.76,4.20,2.10,18684.48,2061.60,88.73,0.80,275.50,1.40,35.84,17275.35,1993.31,1938.78,4.65,17.63,5.14,3.50
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,99.00,36.86,66025.57,14231.73,4.20,2.10,14256.65,5680.98,44.94,0.80,218.51,1.40,22.36,13197.78,1387.21,1228.61,5.10,26.03,3.24,3.50
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,265.33,60.66,100742.12,19131.55,4.20,2.10,18075.63,3113.06,84.87,0.80,280.22,1.40,35.13,16641.30,1925.12,1950.45,6.60,18.99,2.10,3.50
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,343.24,50.26,82224.32,17829.28,4.20,2.10,16715.28,11383.47,70.06,0.80,270.76,1.40,29.97,15519.73,1604.36,1710.50,5.42,27.59,7.80,3.50
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,346.88,56.08,108343.90,17868.98,4.20,2.10,16789.30,10088.69,62.81,0.80,282.84,1.40,32.12,15887.36,1858.41,1909.98,6.96,19.59,5.56,3.50
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,99.00,61.34,94441.67,15983.33,4.20,2.10,13250.18,4085.74,76.02,0.80,361.52,1.40,34.80,13466.14,2027.21,1960.24,5.55,22.37,2.10,3.50
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,99.00,58.38,94833.63,15957.31,4.20,2.10,13230.44,7631.37,69.83,0.80,357.05,1.40,34.25,13488.98,1961.07,1957.94,5.79,21.33,2.10,3.50
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,185.69,59.04,88097.39,15317.70,4.20,2.10,13661.64,12554.72,70.11,0.80,371.89,1.40,32.13,13909.91,1929.42,1969.31,5.06,16.48,2.10,3.50
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,349.29,50.96,78809.85,13810.89,4.20,2.10,10865.65,4131.51,68.80,0.80,315.02,1.40,32.91,12444.49,1511.46,1766.90,6.39,23.73,2.10,3.50
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,99.00,58.83,93416.23,16048.13,4.20,2.10,13144.54,13149.67,65.99,0.80,358.49,1.40,32.31,13368.01,1875.67,1918.04,4.85,21.44,2.10,3.50
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,668.36,144.96,83147.69,34245.33,4.20,2.10,31122.25,7817.77,64.42,0.80,307.82,1.40,72.20,19196.36,1391.65,1753.89,9.60,14.38,5.31,3.50
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,253.43,143.67,73734.18,38270.85,4.20,2.10,34869.30,3785.59,58.09,0.80,306.31,1.40,77.64,20008.48,1292.57,1729.70,8.87,12.56,2.10,3.50
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,389.99,128.39,70287.04,37993.95,4.20,2.10,34016.36,12142.61,59.78,0.80,295.45,1.40,75.59,18448.41,1183.74,1764.74,9.11,13.32,2.10,3.50
