Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Element,Value
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Cu,4.2
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Cu,4.2
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Cu,4.2
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,Cu,4.2
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Cu,4.2
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Cu,4.2
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Cu,4.2
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Cu,4.2
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,Cu,4.2
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Cu,4.2
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Cu,4.2
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Cu,4.2
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Cu,4.2
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,Cu,4.2
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Cu,4.2
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Cu,4.2
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Cu,4.2
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Cu,4.2
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,Cu,4.2
927,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Cu,4.2
928,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Cu,4.2
929,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Cu,4.2
930,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Cu,4.2
931,Sarg-59,3,Puerto Morelos,PM,Snat I,20/02/2019,Feb,2019,MG,Cu,4.2
932,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Cu,4.2
933,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Cu,4.2
934,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Cu,4.2
935,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Cu,4.2
936,Sarg-06,7,Xahuayxol,Xa,Sflu III,02/05/2019,May,2019,NCT,Cu,4.2
941,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Cu,4.2
942,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Cu,4.2
943,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Cu,4.2
944,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Cu,4.2
945,Sarg-61,3,Puerto Morelos,PM,Sflu III,27/04/2019,Apr,2019,MG,Cu,4.2
946,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Cu,4.2
947,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Cu,4.2
948,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Cu,4.2
949,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Cu,4.2
950,Sarg-62,4,Cozumel,Co,Sflu III,01/05/2019,May,2019,MG,Cu,4.2
951,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Cu,4.2
952,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Cu,4.2
953,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Cu,4.2
954,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Cu,4.2
955,Sarg-63,4,Cozumel,Co,Snat VIII,01/05/2019,May,2019,MG,Cu,4.2
956,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Cu,540.01
957,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Cu,488.1
958,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Cu,551.69
959,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Cu,476.42
960,Sarg-64,2,RBCM,RBCM,Sflu III,22/08/2018,Aug,2018,MG,Cu,570.35
961,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Cu,4.2
962,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Cu,4.2
963,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Cu,4.2
964,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Cu,4.2
965,Sarg-66,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Cu,4.2
968,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Cu,4.2
969,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Cu,4.2
970,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Cu,4.2
971,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Cu,4.2
972,Sarg-67,4,Cozumel,Co,Snat I,01/05/2019,May,2019,MG,Cu,4.2
973,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Cu,121.78
974,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Cu,87.24
975,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Cu,108.94
976,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Cu,139.97
977,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,Cu,113.33
978,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Cu,4.2
979,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Cu,4.2
980,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Cu,4.2
981,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Cu,4.2
982,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,Cu,4.2
983,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Cu,4.2
984,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Cu,4.2
985,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Cu,4.2
986,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Cu,4.2
987,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,Cu,4.2
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Cu,4.2
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Cu,4.2
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Cu,4.2
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Cu,4.2
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,Cu,4.2
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Cu,4.2
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Cu,4.2
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Cu,4.2
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Cu,4.2
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,Cu,4.2
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Cu,4.2
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Cu,4.2
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Cu,4.2
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Cu,4.2
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,Cu,4.2
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Cu,4.2
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Cu,4.2
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Cu,4.2
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Cu,4.2
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,Cu,4.2
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Cu,4.2
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Cu,4.2
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Cu,4.2
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Cu,4.2
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,Cu,4.2
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Cu,4.2
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Cu,4.2
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Cu,4.2
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Cu,4.2
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,Cu,4.2
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Cu,4.2
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Cu,4.2
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Cu,4.2
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Cu,4.2
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,Cu,4.2
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Cu,4.2
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Cu,4.2
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Cu,4.2
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Cu,4.2
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Cu,4.2
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Cu,4.2
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Cu,4.2
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Cu,4.2
1039,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Cu,4.2
1040,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,Cu,4.2
680,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
681,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
682,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
683,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
684,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
685,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
686,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
687,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
688,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
689,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
690,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,Fe,2.1
691,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,Fe,2.1
692,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,Fe,2.1
693,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,Fe,2.1
694,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,Fe,2.1
695,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
696,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
697,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
698,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
699,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
700,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,Fe,2.1
701,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,Fe,2.1
702,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,Fe,2.1
703,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,Fe,2.1
704,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,Fe,2.1
710,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
711,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
712,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
713,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
714,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,Fe,2.1
715,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,Fe,2.1
716,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,Fe,2.1
717,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,Fe,2.1
718,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,Fe,2.1
719,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,Fe,2.1
720,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,Fe,2.1
721,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,Fe,2.1
722,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,Fe,2.1
723,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,Fe,2.1
724,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,Fe,2.1
725,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
726,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
727,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
728,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
729,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,Fe,2.1
730,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
731,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
732,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
733,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
734,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
737,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,Fe,2.1
738,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,Fe,2.1
739,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,Fe,2.1
740,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,Fe,2.1
741,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,Fe,2.1
742,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
743,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
744,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
745,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
746,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
747,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
748,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
749,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
750,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
751,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,Fe,2.1
752,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,Fe,2.1
753,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,Fe,2.1
754,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,Fe,2.1
755,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,Fe,2.1
756,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,Fe,2.1
757,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
758,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
759,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
760,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
761,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
766,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
767,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
768,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
769,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
770,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
771,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,5.13
772,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
773,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
774,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
775,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,Fe,2.1
776,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,8.55
777,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,2.1
778,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,8.72
779,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,6.92
780,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,8.16
781,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,4.22
782,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,2.1
783,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,2.1
784,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,7.64
785,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,4.75
786,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,13.35
787,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,9.68
788,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,14.43
789,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,11.11
790,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,5.81
791,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,Fe,12.49
797,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
798,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
799,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
800,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
801,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,Fe,2.1
802,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,2.1
803,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,2.1
804,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,3.42
805,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,2.1
806,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,2.1
807,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,16.68
808,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,3.71
809,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,6.46
810,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,2.1
811,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,5.1
812,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,8.39
813,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,8.29
814,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,12.31
815,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,10.31
816,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,Fe,11.73
817,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
818,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
819,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
820,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
821,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
827,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
828,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
829,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
830,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
831,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,Fe,2.1
832,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,Fe,2.1
833,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,Fe,2.1
834,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,Fe,2.1
835,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,Fe,2.1
836,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,Fe,2.1
837,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,Fe,2.1
838,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,Fe,2.1
839,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,Fe,2.1
840,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,Fe,2.1
841,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,Fe,2.1
842,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,Fe,2.1
843,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,Fe,2.1
844,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,Fe,2.1
845,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,Fe,2.1
