Index,Sample,SiteN,Site,Sitecode,Spp,Date,Month,Year,Collector,Element,Value
977,Sarg-68,4,Cozumel,Co,Snat VIII,06/12/2018,Dec,2018,MG,U,43.94
978,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,U,20.53
979,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,U,26.83
980,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,U,26.25
981,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,U,16.46
982,Sarg-69,1,Contoy Is,CI,Sarg sp,18/03/2019,Mar,2019,MG,U,23.95
983,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,U,13.41
984,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,U,13.04
985,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,U,13.09
986,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,U,17.39
987,Sarg-07,7,Xahuayxol,Xa,Snat I,02/05/2019,May,2019,NCT,U,13.53
988,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,U,25.18
989,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,U,30.16
990,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,U,23.68
991,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,U,31.4
992,Sarg-72,3,Puerto Morelos,PM,Snat VIII,27/04/2019,Apr,2019,MG,U,23.65
997,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,U,17.42
998,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,U,24.74
999,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,U,16.27
1000,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,U,18.69
1002,Sarg-73,3,Puerto Morelos,PM,Snat VIII,27/03/2019,Mar,2019,MG,U,19.62
1001,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,U,13.17
1003,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,U,18.35
1004,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,U,14.58
1005,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,U,20.49
1006,Sarg-74,3,Puerto Morelos,PM,Snat I,27/03/2019,Mar,2019,MG,U,20.19
1007,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,U,30.35
1008,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,U,28.46
1009,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,U,27.57
1010,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,U,34.76
1011,Sarg-76,3,Puerto Morelos,PM,Snat VIII,01/03/2019,Mar,2019,MG,U,29.2
1012,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,U,12.65
1013,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,U,19.27
1014,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,U,16.87
1015,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,U,17.53
1016,Sarg-77,3,Puerto Morelos,PM,Snat I,08/02/2019,Feb,2019,MG,U,12.54
1021,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,U,21.62
1022,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,U,27.69
1023,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,U,20.9
1024,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,U,21.94
1025,Sarg-78,3,Puerto Morelos,PM,Snat I,01/03/2019,Mar,2019,MG,U,22.23
1026,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,U,17.63
1027,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,U,26.03
1028,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,U,18.99
1029,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,U,27.59
1030,Sarg-79,3,Puerto Morelos,PM,Sflu III,01/03/2019,Mar,2019,MG,U,19.59
1031,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,U,22.37
1032,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,U,21.33
1033,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,U,16.48
1034,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,U,23.73
1035,Sarg-08,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,U,21.44
1036,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,U,14.38
1037,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,U,12.56
1038,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,U,13.32
1039,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,U,13.48
1040,Sarg-80,3,Puerto Morelos,PM,Sflu III,08/02/2019,Feb,2019,MG,U,11.83
680,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
681,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
682,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
683,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
684,Sarg-19,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
685,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.7
686,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.38
687,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,10.34
688,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,7.18
689,Sarg-21,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,4.39
690,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,V,4.59
691,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,V,2.1
692,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,V,2.1
693,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,V,2.1
694,Sarg-29,6,Chinchorro,Ch,Snat I,24/05/2019,May,2019,NCT,V,2.1
695,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
696,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
697,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
698,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
699,Sarg-34,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
700,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,V,4.65
701,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,V,2.1
702,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,V,2.1
703,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,V,2.1
704,Sarg-60,3,Puerto Morelos,PM,Snat VIII,20/02/2019,Feb,2019,MG,V,2.1
710,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,V,2.1
711,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,V,2.1
712,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,V,2.1
713,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,V,2.1
714,Sarg-65,1,Contoy Is,CI,Sarg sp,17/03/2019,Mar,2019,MG,V,2.1
715,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,V,2.1
716,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,V,2.1
717,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,V,2.1
718,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,V,2.1
719,Sarg-71,1,Contoy Is,CI,Sarg sp,16/03/2019,Mar,2019,MG,V,2.1
720,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,V,2.1
721,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,V,2.1
722,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,V,2.1
723,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,V,2.1
724,Sarg-75,3,Puerto Morelos,PM,Snat I,27/04/2019,Mar,2019,MG,V,2.1
725,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,5.64
726,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,6.2
727,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,2.1
728,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,2.1
729,Sarg-14,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,6.21
730,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
731,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
732,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
733,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
734,Sarg-15,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,5.55
737,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,V,4.4
738,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,V,4.71
739,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,V,2.1
740,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,V,2.1
741,Sarg-16,7,Xahuayxol,Xa,Sflu III,05/05/2019,May,2019,NCT,V,2.1
742,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
743,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,5.52
744,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
745,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
746,Sarg-17,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
747,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
748,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,5.59
749,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
750,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
751,Sarg-18,8,Xcalak,Xc,Sflu III,03/05/2019,May,2019,NCT,V,2.1
752,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,V,14.02
753,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,V,10.05
754,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,V,12.58
755,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,V,14.84
756,Sarg-02,7,Xahuayxol,Xa,Sflu III,06/04/2019,Apr,2019,NCT,V,12.17
757,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.02
758,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.26
759,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,2.1
760,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.11
761,Sarg-20,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,2.1
766,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.05
767,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,7.25
768,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.35
769,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.12
770,Sarg-22,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.64
771,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.64
772,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,5.92
773,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.23
774,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,6.18
775,Sarg-23,5,Mahahual,Mh,Sflu III,18/05/2019,May,2019,NCT,V,2.1
776,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,5.65
777,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.91
778,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.41
779,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.17
780,Sarg-24,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,6.42
781,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.26
782,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,5.48
783,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,2.1
784,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.48
785,Sarg-25,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,2.1
786,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,4.81
787,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,2.1
788,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,5.35
789,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,2.1
790,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,2.1
791,Sarg-26,5,Mahahual,Mh,Snat I,18/05/2019,May,2019,NCT,V,5.92
797,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
798,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
799,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
800,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
801,Sarg-03,8,Xcalak,Xc,Snat I,03/05/2019,May,2019,NCT,V,2.1
802,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
803,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
804,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
805,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
806,Sarg-30,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
807,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
808,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
809,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
810,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
811,Sarg-31,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
812,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
813,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
814,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
815,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
816,Sarg-32,7,Xahuayxol,Xa,Snat I,01/06/2019,Jun,2019,NCT,V,2.1
817,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
818,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
819,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
820,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
821,Sarg-33,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
827,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
828,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
829,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
830,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
831,Sarg-35,7,Xahuayxol,Xa,Sflu III,01/06/2019,Jun,2019,NCT,V,2.1
832,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,V,2.1
833,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,V,2.1
834,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,V,2.1
835,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,V,2.1
836,Sarg-43,3,Puerto Morelos,PM,Snat I,01/10/2018,Oct,2018,MG,V,3.77
837,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,V,2.1
838,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,V,2.1
839,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,V,2.1
840,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,V,2.1
841,Sarg-44,3,Puerto Morelos,PM,Sflu III,01/11/2018,Oct,2018,MG,V,2.1
842,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,V,2.1
843,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,V,2.1
844,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,V,2.1
845,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,V,2.1
846,Sarg-45,3,Puerto Morelos,PM,Snat VIII,01/10/2018,Oct,2018,MG,V,2.1
847,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,V,4.48
848,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,V,3.67
849,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,V,3.88
850,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,V,4.53
851,Sarg-46,3,Puerto Morelos,PM,Snat VIII,01/11/2018,Oct,2018,MG,V,3.79
854,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,V,2.1
855,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,V,2.1
856,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,V,2.1
857,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,V,2.1
858,Sarg-47,3,Puerto Morelos,PM,Snat I,24/08/2018,Aug,2018,MG,V,2.1
859,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,V,2.1
860,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,V,2.1
861,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,V,2.1
862,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,V,2.1
863,Sarg-48,3,Puerto Morelos,PM,Sflu III,01/10/2018,Oct,2018,MG,V,2.1
864,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,V,2.1
865,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,V,2.1
866,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,V,2.1
867,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,V,2.1
868,Sarg-49,3,Puerto Morelos,PM,Snat I,27/09/2018,Sep,2018,MG,V,3.27
869,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,2.1
870,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,6.68
871,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,7.57
872,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,4.49
873,Sarg-05,7,Xahuayxol,Xa,Snat I,06/04/2019,Apr,2019,NCT,V,2.1
874,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,V,2.1
875,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,V,4.33
876,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,V,2.1
877,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,V,4.07
878,Sarg-50,2,Blue Waters,BW,Snat I,22/08/2018,Aug,2018,MG,V,2.1
883,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,V,2.1
884,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,V,2.1
885,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,V,2.1
886,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,V,2.1
887,Sarg-51,3,Puerto Morelos,PM,Snat VIII,24/08/2018,Aug,2018,MG,V,2.1
888,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,V,2.1
889,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,V,2.1
890,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,V,2.1
891,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,V,2.1
892,Sarg-52,3,Puerto Morelos,PM,Sflu III,27/09/2018,Sep,2018,MG,V,2.1
893,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,V,2.1
894,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,V,2.1
895,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,V,2.1
896,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,V,2.1
897,Sarg-53,3,Puerto Morelos,PM,Snat VIII,27/09/2018,Sep,2018,MG,V,2.1
898,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,V,2.1
899,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,V,2.1
900,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,V,2.1
901,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,V,2.1
902,Sarg-54,3,Puerto Morelos,PM,Sflu III,27/08/2018,Aug,2018,MG,V,2.1
903,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,V,2.1
904,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,V,3.96
905,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,V,2.1
906,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,V,2.1
907,Sarg-55,3,Puerto Morelos,PM,Snat VIII,08/02/2019,Feb,2019,MG,V,4.92
912,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,V,2.1
913,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,V,2.1
914,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,V,2.1
915,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,V,2.1
916,Sarg-56,3,Puerto Morelos,PM,Sflu III,14/12/2018,Dec,2018,MG,V,2.1
917,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,V,2.1
918,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,V,2.1
919,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,V,2.1
920,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,V,2.1
921,Sarg-57,3,Puerto Morelos,PM,Snat I,14/12/2018,Dec,2018,MG,V,3.95
922,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,V,4.51
923,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,V,4.58
924,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,V,6.17
925,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,V,4.48
926,Sarg-58,3,Puerto Morelos,PM,Sflu III,20/02/2019,Feb,2019,MG,V,4.26
