Sample,SiteN,Month,Year,Element,Median
Sarg-73,3,Mar,2019,As,131.47
Sarg-73,3,Mar,2019,Ca,69831.24
Sarg-73,3,Mar,2019,Cl,38745.59
Sarg-73,3,Mar,2019,Cu,4.2
Sarg-73,3,Mar,2019,Fe,2.1
Sarg-73,3,Mar,2019,K,32899.46
Sarg-73,3,Mar,2019,Mg,11733.24
Sarg-73,3,Mar,2019,Mn,44.63
Sarg-73,3,Mar,2019,Mo,0.8
Sarg-73,3,Mar,2019,P,300.18
Sarg-73,3,Mar,2019,Pb,1.4
Sarg-73,3,Mar,2019,Rb,119.67
Sarg-73,3,Mar,2019,S,17439.59
Sarg-73,3,Mar,2019,Si,1048.61
Sarg-73,3,Mar,2019,Sr,1949.15
Sarg-73,3,Mar,2019,Th,19.91
Sarg-73,3,Mar,2019,U,18.69
Sarg-73,3,Mar,2019,V,2.1
Sarg-73,3,Mar,2019,Zn,3.5
Sarg-74,3,Mar,2019,Al,99
Sarg-74,3,Mar,2019,As,120.08
Sarg-74,3,Mar,2019,Ca,51406.63
Sarg-74,3,Mar,2019,Cl,36629.82
Sarg-74,3,Mar,2019,Cu,4.2
Sarg-74,3,Mar,2019,Fe,2.1
Sarg-74,3,Mar,2019,K,34959.76
Sarg-74,3,Mar,2019,Mg,4578.6
Sarg-74,3,Mar,2019,Mn,76.46
Sarg-74,3,Mar,2019,Mo,0.8
Sarg-74,3,Mar,2019,P,293.04
Sarg-74,3,Mar,2019,Pb,1.4
Sarg-74,3,Mar,2019,Rb,143.14
Sarg-74,3,Mar,2019,S,19256.28
Sarg-74,3,Mar,2019,Si,1048.39
Sarg-74,3,Mar,2019,Sr,1863.16
Sarg-74,3,Mar,2019,Th,23.36
Sarg-74,3,Mar,2019,U,18.35
Sarg-74,3,Mar,2019,V,2.1
Sarg-74,3,Mar,2019,Zn,3.5
Sarg-75,3,Mar,2019,Al,99
Sarg-75,3,Mar,2019,As,171.98
Sarg-75,3,Mar,2019,Ca,49635.85
Sarg-75,3,Mar,2019,Cl,45355.03
Sarg-75,3,Mar,2019,Cu,4.2
Sarg-75,3,Mar,2019,Fe,2.1
Sarg-75,3,Mar,2019,K,33195.51
Sarg-75,3,Mar,2019,Mg,12949.02
Sarg-75,3,Mar,2019,Mn,71.38
Sarg-75,3,Mar,2019,Mo,0.8
Sarg-75,3,Mar,2019,P,277.1
Sarg-75,3,Mar,2019,Pb,1.4
Sarg-75,3,Mar,2019,Rb,65.04
Sarg-75,3,Mar,2019,S,19555.18
Sarg-75,3,Mar,2019,Si,1357.34
Sarg-75,3,Mar,2019,Sr,1759.02
Sarg-75,3,Mar,2019,Th,6.95
Sarg-75,3,Mar,2019,U,22.52
Sarg-75,3,Mar,2019,V,2.1
Sarg-75,3,Mar,2019,Zn,3.5
Sarg-76,3,Mar,2019,Al,99
Sarg-76,3,Mar,2019,As,79.86
Sarg-76,3,Mar,2019,Ca,70040.32
Sarg-76,3,Mar,2019,Cl,27758.88
Sarg-76,3,Mar,2019,Cu,4.2
Sarg-76,3,Mar,2019,Fe,2.1
Sarg-76,3,Mar,2019,K,21789.55
Sarg-76,3,Mar,2019,Mg,4077.11
Sarg-76,3,Mar,2019,Mn,54.23
Sarg-76,3,Mar,2019,Mo,0.8
Sarg-76,3,Mar,2019,P,263.69
Sarg-76,3,Mar,2019,Pb,1.4
Sarg-76,3,Mar,2019,Rb,47.45
Sarg-76,3,Mar,2019,S,16231.16
Sarg-76,3,Mar,2019,Si,1342.42
Sarg-76,3,Mar,2019,Sr,2158.02
Sarg-76,3,Mar,2019,Th,7.88
Sarg-76,3,Mar,2019,U,29.2
Sarg-76,3,Mar,2019,V,2.1
Sarg-76,3,Mar,2019,Zn,3.5
Sarg-77,3,Feb,2019,Al,99
Sarg-77,3,Feb,2019,As,118.12
Sarg-77,3,Feb,2019,Ca,49586.63
Sarg-77,3,Feb,2019,Cl,46484.71
Sarg-77,3,Feb,2019,Cu,4.2
Sarg-77,3,Feb,2019,Fe,2.1
Sarg-77,3,Feb,2019,K,35652.77
Sarg-77,3,Feb,2019,Mg,5862.17
Sarg-77,3,Feb,2019,Mn,92.96
Sarg-77,3,Feb,2019,Mo,0.8
Sarg-77,3,Feb,2019,P,299.51
Sarg-77,3,Feb,2019,Pb,1.4
Sarg-77,3,Feb,2019,Rb,65.84
Sarg-77,3,Feb,2019,S,18048.22
Sarg-77,3,Feb,2019,Si,695.56
Sarg-77,3,Feb,2019,Sr,1768.41
Sarg-77,3,Feb,2019,Th,7.08
Sarg-77,3,Feb,2019,U,16.87
Sarg-77,3,Feb,2019,V,2.1
Sarg-77,3,Feb,2019,Zn,3.5
Sarg-78,3,Mar,2019,Al,249.93
Sarg-78,3,Mar,2019,As,79.78
Sarg-78,3,Mar,2019,Ca,68205.08
Sarg-78,3,Mar,2019,Cl,26927.03
Sarg-78,3,Mar,2019,Cu,4.2
Sarg-78,3,Mar,2019,Fe,2.1
Sarg-78,3,Mar,2019,K,21055.21
Sarg-78,3,Mar,2019,Mg,5318.49
Sarg-78,3,Mar,2019,Mn,81.75
Sarg-78,3,Mar,2019,Mo,0.8
Sarg-78,3,Mar,2019,P,287.96
Sarg-78,3,Mar,2019,Pb,1.4
Sarg-78,3,Mar,2019,Rb,40.91
Sarg-78,3,Mar,2019,S,17081.56
Sarg-78,3,Mar,2019,Si,1500.61
Sarg-78,3,Mar,2019,Sr,1922.84
Sarg-78,3,Mar,2019,Th,6.72
Sarg-78,3,Mar,2019,U,21.94
Sarg-78,3,Mar,2019,V,2.1
Sarg-78,3,Mar,2019,Zn,3.5
Sarg-79,3,Mar,2019,Al,265.33
Sarg-79,3,Mar,2019,As,56.08
Sarg-79,3,Mar,2019,Ca,95911.28
Sarg-79,3,Mar,2019,Cl,17868.98
Sarg-79,3,Mar,2019,Cu,4.2
Sarg-79,3,Mar,2019,Fe,2.1
Sarg-79,3,Mar,2019,K,16789.3
Sarg-79,3,Mar,2019,Mg,5680.98
Sarg-79,3,Mar,2019,Mn,70.06
Sarg-79,3,Mar,2019,Mo,0.8
Sarg-79,3,Mar,2019,P,275.5
Sarg-79,3,Mar,2019,Pb,1.4
Sarg-79,3,Mar,2019,Rb,32.12
Sarg-79,3,Mar,2019,S,15887.36
Sarg-79,3,Mar,2019,Si,1858.41
Sarg-79,3,Mar,2019,Sr,1909.98
Sarg-79,3,Mar,2019,Th,5.42
Sarg-79,3,Mar,2019,U,19.59
Sarg-79,3,Mar,2019,V,5.14
Sarg-79,3,Mar,2019,Zn,3.5
Sarg-80,3,Feb,2019,Al,371.6
Sarg-80,3,Feb,2019,As,143.52
Sarg-80,3,Feb,2019,Ca,75426.05
Sarg-80,3,Feb,2019,Cl,37110.04
Sarg-80,3,Feb,2019,Cu,4.2
Sarg-80,3,Feb,2019,Fe,2.1
Sarg-80,3,Feb,2019,K,33751.69
Sarg-80,3,Feb,2019,Mg,8224.61
Sarg-80,3,Feb,2019,Mn,59.78
Sarg-80,3,Feb,2019,Mo,0.8
Sarg-80,3,Feb,2019,P,300.6
Sarg-80,3,Feb,2019,Pb,1.4
Sarg-80,3,Feb,2019,Rb,77.13
Sarg-80,3,Feb,2019,S,18448.41
Sarg-80,3,Feb,2019,Si,1309.37
Sarg-80,3,Feb,2019,Sr,1753.89
Sarg-80,3,Feb,2019,Th,9.44
Sarg-80,3,Feb,2019,U,13.32
Sarg-80,3,Feb,2019,V,2.1
Sarg-80,3,Feb,2019,Zn,3.5
