Sample,SiteN,Spp,Element,Median
Sarg-77,3,Snat I,Mg,5862.17
Sarg-77,3,Snat I,Mn,92.96
Sarg-77,3,Snat I,Mo,0.8
Sarg-77,3,Snat I,P,299.51
Sarg-77,3,Snat I,Pb,1.4
Sarg-77,3,Snat I,Rb,65.84
Sarg-77,3,Snat I,S,18048.22
Sarg-77,3,Snat I,Si,695.56
Sarg-77,3,Snat I,Sr,1768.41
Sarg-77,3,Snat I,Th,7.08
Sarg-77,3,Snat I,U,16.87
Sarg-77,3,Snat I,V,2.1
Sarg-77,3,Snat I,Zn,3.5
Sarg-78,3,Snat I,Al,249.93
Sarg-78,3,Snat I,As,79.78
Sarg-78,3,Snat I,Ca,68205.08
Sarg-78,3,Snat I,Cl,26927.03
Sarg-78,3,Snat I,Cu,4.2
Sarg-78,3,Snat I,Fe,2.1
Sarg-78,3,Snat I,K,21055.21
Sarg-78,3,Snat I,Mg,5318.49
Sarg-78,3,Snat I,Mn,81.75
Sarg-78,3,Snat I,Mo,0.8
Sarg-78,3,Snat I,P,287.96
Sarg-78,3,Snat I,Pb,1.4
Sarg-78,3,Snat I,Rb,40.91
Sarg-78,3,Snat I,S,17081.56
Sarg-78,3,Snat I,Si,1500.61
Sarg-78,3,Snat I,Sr,1922.84
Sarg-78,3,Snat I,Th,6.72
Sarg-78,3,Snat I,U,21.94
Sarg-78,3,Snat I,V,2.1
Sarg-78,3,Snat I,Zn,3.5
Sarg-79,3,Sflu III,Al,265.33
Sarg-79,3,Sflu III,As,56.08
Sarg-79,3,Sflu III,Ca,95911.28
Sarg-79,3,Sflu III,Cl,17868.98
Sarg-79,3,Sflu III,Cu,4.2
Sarg-79,3,Sflu III,Fe,2.1
Sarg-79,3,Sflu III,K,16789.3
Sarg-79,3,Sflu III,Mg,5680.98
Sarg-79,3,Sflu III,Mn,70.06
Sarg-79,3,Sflu III,Mo,0.8
Sarg-79,3,Sflu III,P,275.5
Sarg-79,3,Sflu III,Pb,1.4
Sarg-79,3,Sflu III,Rb,32.12
Sarg-79,3,Sflu III,S,15887.36
Sarg-79,3,Sflu III,Si,1858.41
Sarg-79,3,Sflu III,Sr,1909.98
Sarg-79,3,Sflu III,Th,5.42
Sarg-79,3,Sflu III,U,19.59
Sarg-79,3,Sflu III,V,5.14
Sarg-79,3,Sflu III,Zn,3.5
Sarg-80,3,Sflu III,Al,371.6
Sarg-80,3,Sflu III,As,143.52
Sarg-80,3,Sflu III,Ca,75426.05
Sarg-80,3,Sflu III,Cl,37110.04
Sarg-80,3,Sflu III,Cu,4.2
Sarg-80,3,Sflu III,Fe,2.1
Sarg-80,3,Sflu III,K,33751.69
Sarg-80,3,Sflu III,Mg,8224.61
Sarg-80,3,Sflu III,Mn,59.78
Sarg-80,3,Sflu III,Mo,0.8
Sarg-80,3,Sflu III,P,300.6
Sarg-80,3,Sflu III,Pb,1.4
Sarg-80,3,Sflu III,Rb,77.13
Sarg-80,3,Sflu III,S,18448.41
Sarg-80,3,Sflu III,Si,1309.37
Sarg-80,3,Sflu III,Sr,1753.89
Sarg-80,3,Sflu III,Th,9.44
Sarg-80,3,Sflu III,U,13.32
Sarg-80,3,Sflu III,V,2.1
Sarg-80,3,Sflu III,Zn,3.5
